"ID","ID"
"Name","Name"
"Attrib. Set Name","Attrib. Set Name"
"SKU","SKU"
"Image","Image"
"Status","Status"
"Price","Price"
"Warehouse","Warehouse"
"Non-Supplier Products","Non-Supplier Products"
"Add Item","Add Item"
"General","General"
"Created By","Created By"
"Payment Term Name","Payment Term Name"
"Description","Description"
"Payment Period","Payment Period"
"Active","Active"
"Inactive","Inactive"
"Action Owner","Action Owner"
"Time Stamp","Time Stamp"
"Action","Action"
"View","View"
"Payment Term Information","Payment Term Information"
"Change History","Change History"
"Save","Save"
"Delete","Delete"
"Save And Continue Edit","Save And Continue Edit"
"Edit Payment Term ","Edit Payment Term "
"Add Payment Term","Add Payment Term"
"Edit","Edit"
"CSV","CSV"
"XML","XML"
"Are you sure?","Are you sure?"
"Change status","Change status"
"Payment Term Manager","Payment Term Manager"
"Create all deliveries","Create all deliveries"
"Create a new delivery","Create a new delivery"
"Delivery Date","Delivery Date"
"Product Name","Product Name"
"Product SKU","Product SKU"
"Total Qty Received","Total Qty Received"
"Created by","Created by"
"General information","General information"
"Create by","Create by"
"Order Created On","Order Created On"
"Supplier Id","Supplier Id"
"Supplier","Supplier"
"Billing Name","Billing Name"
"Order placed via","Order placed via"
"Start shipping date","Start shipping date"
"Cancellation date","Cancellation date"
"If an ","If an "
"Expected delivery date","Expected delivery date"
"Payment date","Payment date"
"Shipping via","Shipping via"
"Payment terms","Payment terms"
"Comment","Comment"
"Currency","Currency"
"Currency Exchange Rate","Currency Exchange Rate"
"Tax Rate","Tax Rate"
"Shipping Cost","Shipping Cost"
"Money Paid","Money Paid"
"Last paid payment","Last paid payment"
"Delivery Process","Delivery Process"
"Send email to supplier","Send email to supplier"
"Awaiting delivery","Awaiting delivery"
"Complete","Complete"
"Canceled","Canceled"
"Subtotal","Subtotal"
"Tax","Tax"
"Subtotal: ","Subtotal: "
"Shipping Cost: ","Shipping Cost: "
"Tax: ","Tax: "
"Total: ","Total: "
"Supplier SKU","Supplier SKU"
"Total Qty Ordered","Total Qty Ordered"
"Total Qty Returned","Total Qty Returned"
"Return Order","Return Order"
"Return All Orders","Return All Orders"
"Return Date","Return Date"
"Qty Returned","Qty Returned"
"Purchase Order Information","Purchase Order Information"
"This purchase order still is pending. You must click on Confirm Purchase Order button to process it.","This purchase order still is pending. You must click on Confirm Purchase Order button to process it."
"General Information","General Information"
"Products","Products"
"Deliveries","Deliveries"
"Return Orders","Return Orders"
"Cancel","Cancel"
"Resend email to supplier","Resend email to supplier"
"Confirm Purchase Order","Confirm Purchase Order"
"Print","Print"
"Edit Order No. ","Edit Order No. "
"Add New Purchase Order","Add New Purchase Order"
"Received: ","Received: "
"Cost","Cost"
"Create new delivery","Create new delivery"
"Create Delivery","Create Delivery"
"Create New Delivery For Purchase Order No. ","Create New Delivery For Purchase Order No. "
"Order #","Order #"
"Purchased On","Purchased On"
"Bill to Name","Bill to Name"
"Qty Requested","Qty Requested"
"Qty Received","Qty Received"
"Continue","Continue"
"You don","You don"
"Select Supplier","Select Supplier"
"Returned: ","Returned: "
"Qty Ordered","Qty Ordered"
"Order Return","Order Return"
"Order Return For Purchase Order No. ","Order Return For Purchase Order No. "
"Manage Purchase Orders","Manage Purchase Orders"
"Create Purchase Order","Create Purchase Order"
" and "," and "
"Shipping Method Name","Shipping Method Name"
"Shown as an option in ","Shown as an option in "
"Shipping Method Information","Shipping Method Information"
"Delete Shipping Method","Delete Shipping Method"
"Edit Shipping Method ","Edit Shipping Method "
"Add Shipping Method","Add Shipping Method"
"Shipping Method Manager","Shipping Method Manager"
"Supplier Name ","Supplier Name "
"Contact Person","Contact Person"
"Email","Email"
"Telephone","Telephone"
"Fax","Fax"
"Street","Street"
"City","City"
"Country","Country"
"State/Province","State/Province"
"Zip/Postal Code","Zip/Postal Code"
"Website","Website"
"Purchasing","Purchasing"
"Order ID","Order ID"
"Grand Total Excl .TAX","Grand Total Excl .TAX"
"Grand Total Incl.TAX","Grand Total Incl.TAX"
"Paid","Paid"
"Returned On","Returned On"
"Supplier Information","Supplier Information"
"Purchase Orders","Purchase Orders"
"View Supplier ","View Supplier "
"Add Supplier","Add Supplier"
"Supplier Name","Supplier Name"
"Purchase Order","Purchase Order"
"Purchase Order Value","Purchase Order Value"
"Return Order Value","Return Order Value"
"Last Purchase Order On","Last Purchase Order On"
"Manage Suppliers","Manage Suppliers"
"New","New"
"Inquiry","Inquiry"
"Awaiting payment","Awaiting payment"
"Awaiting supplier","Awaiting supplier"
"Completed","Completed"
"Pending","Pending"
"Select shipping method","Select shipping method"
"Create a new shipping method","Create a new shipping method"
"Select payment term","Select payment term"
"Create a new payment term","Create a new payment term"
"N/A","N/A"
"Phone","Phone"
"Vender website","Vender website"
"Telephone: ","Telephone: "
"Email: ","Email: "
"T: ","T: "
"Address: ","Address: "
"Purchase Stock","Purchase Stock"
"Cannot purchase products","Cannot purchase products"
"Can purchase products","Can purchase products"
"Dashboard","Dashboard"
"Enabled","Enabled"
"Disabled","Disabled"
"Manage Payment Terms","Manage Payment Terms"
"Inventory","Inventory"
"Add New Payment Term","Add New Payment Term"
"Edit Payment Term","Edit Payment Term"
"Manage Payment Term","Manage Payment Term"
"Payment Term News","Payment Term News"
"Payment term does not exist","Payment term does not exist"
"%s created this payment term.","%s created this payment term."
"Payment Term was successfully saved!","Payment Term was successfully saved!"
"Unable to find payment term to save!","Unable to find payment term to save!"
"Payment term name","Payment term name"
"Create By","Create By"
"Payment Term was successfully deleted!","Payment Term was successfully deleted!"
"Edit Purchase Order","Edit Purchase Order"
"Purchase Order does not exist!","Purchase Order does not exist!"
"Purchase Order News","Purchase Order News"
"Purchase order has been confirmed.","Purchase order has been confirmed."
"There is error while confirming purchase order.","There is error while confirming purchase order."
"The shipping method ","The shipping method "
"The payment term ","The payment term "
"%s created this payment term on purchase order #%s.","%s created this payment term on purchase order #%s."
"%s created this shipping method on purchase order #%s.","%s created this shipping method on purchase order #%s."
"%s created this purchase order.","%s created this purchase order."
"The purchase order has been saved successfully.","The purchase order has been saved successfully."
"Unable to find Purchase order to save!","Unable to find Purchase order to save!"
"Purchase order #%d cannot be changed because it was completed.","Purchase order #%d cannot be changed because it was completed."
"Purchase order #%d cannot be canceled because some items have been received through deliveries.","Purchase order #%d cannot be canceled because some items have been received through deliveries."
"Purchase order #%d cannot be cancelled because the cancellation date has passed.","Purchase order #%d cannot be cancelled because the cancellation date has passed."
"Add New Delivery","Add New Delivery"
"Item does not exist","Item does not exist"
"Unable to find delivery to save!","Unable to find delivery to save!"
"%s created delivery for this purchase order.","%s created delivery for this purchase order."
"Please select product and enter Qty greater than 0 to create delivery!","Please select product and enter Qty greater than 0 to create delivery!"
"Receive from purchase order #%s","Receive from purchase order #%s"
"The delivery has been saved.","The delivery has been saved."
"Please select product and enter qty delivery for product to create delivery","Please select product and enter qty delivery for product to create delivery"
"All deliveries have been saved. The purchase order has been completed.","All deliveries have been saved. The purchase order has been completed."
"Unable to find return order to save!","Unable to find return order to save!"
"Please select product and enter Qty greater than 0 to create return order!","Please select product and enter Qty greater than 0 to create return order!"
"Please select product to create return order","Please select product to create return order"
"Add New Return Order","Add New Return Order"
"%s canceled this purchase order.","%s canceled this purchase order."
"Purchase Order was successfully canceled.","Purchase Order was successfully canceled."
"Unable to cancel order because it has been on delivery!","Unable to cancel order because it has been on delivery!"
"Return products from purchase order #%s","Return products from purchase order #%s"
"All returned products have been saved.","All returned products have been saved."
"Supplyneeds","Supplyneeds"
"Bill Name","Bill Name"
"Start ship","Start ship"
"Expected date","Expected date"
"Purchase Order #%s","Purchase Order #%s"
"%s sent to %s.","%s sent to %s."
"The purchase order email has been sent to the supplier.","The purchase order email has been sent to the supplier."
"Manage Shipping Methods","Manage Shipping Methods"
"Add New Shipping Method","Add New Shipping Method"
"Edit Shipping Method","Edit Shipping Method"
"Manage Shipping Method","Manage Shipping Method"
"Manage Shippineg Method","Manage Shippineg Method"
"Shipping Method News","Shipping Method News"
"%s created this shipping method.","%s created this shipping method."
"Shipping Method was successfully saved!","Shipping Method was successfully saved!"
"Unable to find shipping method to save!","Unable to find shipping method to save!"
"Shipping Method was successfully deleted!","Shipping Method was successfully deleted!"
"Items Manager","Items Manager"
"Item Manager","Item Manager"
"Add New Supplier","Add New Supplier"
"Edit Supplier","Edit Supplier"
"Item News","Item News"
"%s created this supplier.","%s created this supplier."
"Cost: %s","Cost: %s"
"Discount: %s","Discount: %s"
"Tax: %s","Tax: %s"
"Supplier SKU: %s","Supplier SKU: %s"
"Add product sku : %s for this supplier","Add product sku : %s for this supplier"
"Supplier was successfully saved!","Supplier was successfully saved!"
"Unable to find supplier to save!","Unable to find supplier to save!"
"Item was successfully deleted","Item was successfully deleted"
"Manage Non-Supplier Products","Manage Non-Supplier Products"
"Suppliers","Suppliers"
"Payment Terms","Payment Terms"
"Shipping Methods","Shipping Methods"
"Allow Everything","Allow Everything"
"Inventory Supplier Email","Inventory Supplier Email"
"Magestore Extension","Magestore Extension"
"Update Supplier Cost","Update Supplier Cost"
"Automatic update supplier cost after complete Purchase Order","Automatic update supplier cost after complete Purchase Order"
"Sales","Sales"
"Last 30 Days Reports","Last 30 Days Reports"
"Products Ordered","Products Ordered"
"Qty Ordered","Qty Ordered"
"Revenue","Revenue"
"Total Revenue","Total Revenue"
"Purchases","Purchases"
"Products Purchased","Products Purchased"
"Qty Purchased","Qty Purchased"
"Total Cost","Total Cost"
"Stock On-Hand","Stock On-Hand"
"Stock On-Hand Reports","Stock On-Hand Reports"
"On-Hand Qty","On-Hand Qty"
"Products On-hand","Products On-hand"
"Total Qty","Total Qty"
"Inventory Value","Inventory Value"
"Purchase From","Purchase From"
"Deliver To","Deliver To"
"Purchase Order","Purchase Order"
"P.O.No#: ","P.O.No#: "
"Order created on: ","Order created on: "
"Shipping via: ","Shipping via: "
"Payment term: ","Payment term: "
"Product","Product"
"SKU","SKU"
"Qty","Qty"
"Cost","Cost"
"Amount","Amount"
"Subtotal","Subtotal"
"Shipping Cost","Shipping Cost"
"Tax","Tax"
"Print this page","Print this page"
"CHANGE HISTORY","CHANGE HISTORY"
"Action Owner: ","Action Owner: "
"Time Stamp: ","Time Stamp: "
"Field Name","Field Name"
"Old Value","Old Value"
"New Value","New Value"
"Not found any payment term history!","Not found any payment term history!"
"Select time to create delivery","Select time to create delivery"
"Delivery Information","Delivery Information"
"Purchase products from supplier:","Purchase products from supplier:"
"To Warehouse:","To Warehouse:"
"Import Products to Create Purchase Order","Import Products to Create Purchase Order"
"Please choose CSV file to import","Please choose CSV file to import"
"Import","Import"
"Qty ordering for warehouse ","Qty ordering for warehouse "
"So your CSV file will have following columns in total:","So your CSV file will have following columns in total:"
"The structure of CSV file is as follows:","The structure of CSV file is as follows:"
"Example file ","Example file "
"Download","Download"
"Import Products to Create Delivery","Import Products to Create Delivery"
"Example file","Example file"
"Import Products to Create Return Order","Import Products to Create Return Order"
"Qty returned from warehouse ","Qty returned from warehouse "
"Some draft purchase orders have been created since %s by %s.","Some draft purchase orders have been created since %s by %s."
"You should convert it to purchase orders by","You should convert it to purchase orders by"
"click here","click here"
"Select Time to Create Return Order","Select Time to Create Return Order"
"Supplier SKU","Supplier SKU"
"Not found any purchase order history!","Not found any purchase order history!"
"Not found any shipping method history!","Not found any shipping method history!"
"Import Products from CSV file","Import Products from CSV file"
"When you want to assign loads of products to a Supplier, the structure of CSV file is as follows:","When you want to assign loads of products to a Supplier, the structure of CSV file is as follows:"
"State/Province","State/Province"
"Please select region, state or province","Please select region, state or province"
"Enable","Enable"
"Disable","Disable"
"Not found any supplier history!","Not found any supplier history!"

